BFN,BUS_PROF_NAME,FULL_ADDRESS,LICENSES,LIC_STATUS,ISSUE_DATE,END_DATE,ADDRESS_ID,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,ZIP,COUNCIL_DIST,POLICE_DIST,CENSUS_TRACT,NEIGHBORHOOD,ZONE_DISTRICT,X_COORD,Y_COORD
2016-BFN-0007800,THE DAIRY BLOCK AND THE MAVEN HOTEL,1850 WAZEE ,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2020-12-30 07:55:12,2022-01-08 00:00:00,53869.0,1850 Wazee St,None,Denver,CO,None,9,6,01701,Union Station,D-LD,3141507.0,1699775.0
2006-BFN-1022341,7-ELEVEN STORE 29151A,2299 W ALAMEDA AVE,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2020-11-02 11:46:12,2021-11-20 00:00:00,78257.0,2299 W Alameda Ave,None,Denver,CO,80223,7,4,01000,Valverde,E-MX-3A,3136682.0,1684418.0
2012-BFN-1063401,GLOBE HALL,4483 N LOGAN ST,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2021-04-30 08:33:42,2022-03-14 00:00:00,369061.0,4483 N Logan St,None,Denver,CO,80216,9,1,01500,Globeville,E-MX-2,3145441.0,1708686.0
2006-BFN-1019510,HARKINS THEATRE,8300 E NORTHFIELD BLVD,LIQUOR - LODGING AND ENTERTAINMENT,LICENSE ISSUED - ACTIVE,2021-06-09 13:58:18.000001,2022-03-28 00:00:00,261221.0,8300 E Northfield Blvd,None,Denver,CO,80238,8,5,04105,Central Park,C-MU-20,3170916.0,1709708.0
2002-BFN-48968,SHELL,1901 S SHERIDAN BLVD,LIQUOR - FERMENTED MALT BEVERAGE,DELINQUENT,2021-08-27 03:01:06,2021-08-26 00:00:00,59392.0,1901 S Sheridan Blvd,None,Denver,CO,80227,2,4,04700,Harvey Park,S-CC-3X,3125607.0,1673576.0
2018-BFN-0009098,HILTON GARDEN INN DENVER UNION STATION,1999 CHESTNUT PL,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-07-08 11:51:16,2022-03-27 00:00:00,493341.0,1999 Chestnut Pl,None,Denver,CO,None,9,6,01701,Union Station,R-MU-30,3140824.0,1701229.0
2012-BFN-1058114,TRUE FOOD KITCHEN,2800 E 2ND AVESUITE 101 ,LIQUOR - HOTEL AND RESTAURANT,DELINQUENT,2021-08-20 03:00:33,2021-08-19 00:00:00,190120.0,2800 E 2nd Ave # 101,None,Denver,CO,80206,10,3,03800,Cherry Creek,PUD-G,3153545.0,1687202.0
2015-BFN-0003465,NOVO COFFEE,3617 W 32ND ,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2020-09-22 08:00:34,2021-09-17 00:00:00,168545.0,3617 W 32nd Ave,None,Denver,CO,80211,1,1,00303,West Highland,U-MS-3,3130741.0,1702907.0
2014-BFN-1071196,IAN'S PIZZA DENVER,2210 BLAKE ST,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2021-07-28 14:31:10,2022-05-15 00:00:00,225244.0,2210 Blake St Unit 101,None,Denver,CO,80205,9,6,01600,Five Points,R-MU-30,3142985.0,1700692.0
2001-BFN-5788,PINEHURST COUNTRY CLUB,6255 W QUINCY AVE,LIQUOR - CLUB,LICENSE ISSUED - ACTIVE,2020-12-31 09:33:28,2021-12-31 00:00:00,223377.0,6255 W Quincy Ave,None,Denver,CO,80235-3010,2,4,12001,Fort Logan,OS-B,3121578.0,1657905.0
2001-BFN-4875,DENVER TURNVEREIN INC,1570 CLARKSON ST,LIQUOR - CLUB,LICENSE ISSUED - ACTIVE,2021-03-23 10:20:00,2021-12-31 00:00:00,57619.0,1570 N Clarkson St,None,Denver,CO,80218,10,6,02602,North Capitol Hill,G-RO-3,3147021.0,1695330.0
2021-BFN-0002574,SCRATCH KITCHEN,1390 S COLORADO BLVDSTE 130 ,LIQUOR - HOTEL AND RESTAURANT,PENDING,2021-04-27 00:00:00,2021-04-26 13:48:15,498805.0,1390 S Colorado Blvd Ste 130,None,Denver,CO,80222,6,3,05103,Virginia Village,S-MX-5,3157530.0,1677262.0
2002-BFN-94499,EPICUREAN SPORTS ENTERPRISES LLC,1801 BRYANT ST 600 ,LIQUOR - HOTEL AND RESTAURANT,DELINQUENT,2021-08-07 03:00:24,2021-08-06 00:00:00,263442.0,1801 N Bryant St Unit 600,None,Denver,CO,80204,3,1,00800,Sun Valley,C-MU-30,3135058.0,1696202.0
2021-BFN-0000126,THE RALLY HOTEL AT MCGREGOR SQUARE,1600 20TH ST,LIQUOR - HOTEL AND RESTAURANT WITH OPTIONAL PREMISES AND CABARET,LICENSE ISSUED - ACTIVE,2021-03-19 15:38:17,2022-03-02 00:00:00,32596401.0,1600 20th St,None,Denver,CO,None,9,6,01701,Union Station,PUD-G,3141625.0,1700390.0
2013-BFN-1068618,QUE BUENO SUERTE!/ SUERTE,1518 S PEARL ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2021-08-25 15:21:10,2022-07-28 00:00:00,105012.0,1518 S Pearl St,None,Denver,CO,80210,7,3,03001,Platt Park,U-MS-2,3146311.0,1676268.0
2015-BFN-0005400,SOUTH DENVER V.F.W. POST #2461,1350 S BROADWAY ,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2021-02-22 18:06:08,2021-10-20 00:00:00,246425.0,1350 S Broadway,None,Denver,CO,80210,7,3,03001,Platt Park,U-MS-3,3144298.0,1677365.0
2016-BFN-0004208,BACON SOCIAL HOUSE,2160 S BROADWAY ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-03-31 00:00:00,2022-03-18 00:00:00,114603.0,2160 S Broadway,None,Denver,CO,80210,6,3,03002,Rosedale,U-MS-3,3144348.0,1671983.0
2017-BFN-0008539,TOWERS TAVERN,1101 E BAYAUD AVE,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2021-02-12 14:22:45,2022-02-07 00:00:00,493840.0,1101 E Bayaud Ave,None,Denver,CO,None,7,3,02803,Speer,G-MU-20,3147944.0,1685969.0
2010-BFN-1047266,SMASHBURGER,1201 16TH ST UNIT 106 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2020-10-12 07:54:59.000001,2021-09-08 00:00:00,358311.0,1201 16th St Unit 106,None,Denver,CO,80202,9,6,01701,Union Station,D-C,3141431.65,1698124.71
2021-BFN-0006911,CRAB AND SHELL CAJUN SEAFOOD,2819 E COLFAX AVE,LIQUOR - HOTEL AND RESTAURANT,PENDING,2021-08-26 00:00:00,2021-08-26 09:54:00,180291.0,2819 E Colfax Ave,None,Denver,CO,80206,9,2,03701,City Park,G-MS-5,3153449.0,1695055.0
2013-BFN-1065327,THE PLIMOTH,2335 E 28TH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-08-25 11:24:07.000001,2022-08-22 00:00:00,367740.0,2335 E 28th Ave,None,Denver,CO,80205,9,2,03603,Skyland,U-MS-3,3152152.0,1701113.0
2010-BFN-1045552,PEARL WINE CO,1886 S PEARL ST,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2021-02-01 13:56:59,2022-01-27 00:00:00,186078.0,1886 S Pearl St,None,Denver,CO,80210,7,3,03001,Platt Park,U-MS-2,3146261.0,1673868.0
2020-BFN-0006198,LOCAL 38 BAR,3930 W 38TH AVE,LIQUOR - TAVERN AND CABARET,PENDING,2021-02-11 00:00:00,2020-11-23 13:43:11,48210.0,3930 W 38th Ave,None,Denver,CO,80212,1,1,00303,West Highland,U-MS-3,3129549.0,1705428.0
2015-BFN-0006738,COLORADO BEVERAGE COMPANY,5080 N CENTRAL PARK BLVD,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2020-12-21 07:55:19,2021-12-23 00:00:00,493440.0,5080 N Central Park Blvd,None,Denver,CO,80238,8,5,04105,Central Park,I-A,3173604.0,1713274.0
2019-BFN-0010757,WHOLE FOODS MARKET TAPROOM,900 E 11TH AVE,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2021-04-12 15:59:12,2022-02-20 00:00:00,65713.0,900 E 11th Ave,None,Denver,CO,80218,10,6,02703,Capitol Hill,G-MS-3,3147415.0,1692411.0
2002-BFN-39333,YAK AND YETI RESTAURANT AND EVENT CENTER,9755 E HAMPDEN AVE,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2021-02-05 11:29:06,2022-01-14 00:00:00,147546.0,9755 E Hampden Ave,None,Denver,CO,80231,4,3,06814,Hampden,S-MX-3A,3176135.0,1663516.0
2010-BFN-1047113,HIGHLAND TAP & BURGER,2223 W 32ND AVE,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2021-08-29 10:25:05,2022-07-15 00:00:00,44780.0,2223 W 32nd Ave,None,Denver,CO,80211,1,1,00402,Highland,U-MX-3,3136801.0,1702905.0
2019-BFN-0008791,VIN ROUGE WINE BAR & TASTING ROOM,4412 N YATES ST,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2021-02-24 14:20:20,2022-01-12 00:00:00,524622.0,4412 N Yates St,None,Denver,CO,80212,1,1,00102,Berkeley,U-MX-2,3126260.0,1708178.0
2003-BFN-1006297,VINYL,1082 N BROADWAY ,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2021-05-18 10:30:17,2021-12-09 00:00:00,173362.0,1082 N Broadway,None,Denver,CO,80203,10,6,02701,Capitol Hill,D-GT,3144262.0,1692483.0
2020-BFN-0007138,URBAN EGG A DAYTIME EATERY,3033 E 1ST AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-06-04 13:16:44,2022-06-01 00:00:00,84948.0,3033 E 1st Ave,None,Denver,CO,80206,10,3,03800,Cherry Creek,C-CCN-8,3154329.0,1687013.0
2014-BFN-0004832,BACON SOCIAL HOUSE,2434 W 44TH AVE,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2021-06-08 10:31:12,2022-03-17 00:00:00,468322.0,2434 W 44th Ave,None,Denver,CO,80211,1,1,00401,Sunnyside,U-MS-3,3135787.0,1708000.0
2003-BFN-1005435,SHELL,7285 E HAMPDEN AVE,LIQUOR - FERMENTED MALT BEVERAGE,DELINQUENT,2021-08-27 03:01:06,2021-08-26 00:00:00,145441.0,7285 E Hampden Ave,None,Denver,CO,80224,4,3,06812,Hampden,S-MX-5A,3167806.0,1663478.0
2018-BFN-0002170,CIRCLE K STORE #2709868,3600 W 38TH AVE,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2021-07-29 11:48:01,2022-06-14 00:00:00,48158.0,3600 W 38th Ave,None,Denver,CO,80211,1,1,00303,West Highland,U-MS-3,3130720.0,1705427.0
2009-BFN-1041208,GASLAMP,1437 MARKET ST,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2021-08-06 09:50:49,2022-08-14 00:00:00,54029.0,1437 Market St,None,Denver,CO,80202,9,6,01701,Union Station,D-LD,3140498.0,1698002.0
2015-BFN-0004186,LC TACOS,4959 S NEWPORT ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2020-09-22 09:17:40,2021-10-06 00:00:00,247824.0,4959 S Newport St,None,Denver,CO,80224,4,3,06701,Southmoor Park,T-MU-30,3166988.0,1652911.0
2002-BFN-91554,CUBA CUBA,1173 N DELAWARE ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2021-02-22 13:18:40,2022-01-08 00:00:00,160798.0,1173 N Delaware St,None,Denver,CO,80204,10,6,02000,Civic Center,D-GT,3142552.0,1693026.0
2002-BFN-85893,MONDO VINO,3601 W 32ND AVE,LIQUOR - STORE,DELINQUENT,2021-08-06 03:00:36.000001,2021-08-05 00:00:00,48967.0,3601 W 32nd Ave,None,Denver,CO,80211,1,1,00303,West Highland,U-MS-3,3130741.0,1702907.0
2011-BFN-1057379,7-ELEVEN STORE #35053A,3992 HAVANA ST,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2020-10-20 11:04:48.000001,2021-12-27 00:00:00,242938.0,3992 N Havana St,None,Denver,CO,80239,8,5,04105,Central Park,I-B,3178449.0,1706880.0
2013-BFN-1065234,CAPITOL HEIGHTS PHARMACY,1200 MADISON ST,LIQUOR - DRUG STORE,LICENSE ISSUED - ACTIVE,2020-12-23 09:08:38,2021-12-16 00:00:00,246295.0,1200 N Madison St,None,Denver,CO,80206,10,2,03703,Congress Park,U-MS-2,3155851.0,1693173.0
2018-BFN-0003004,BROADWAY MARKET,950 N BROADWAY ,LIQUOR - HOTEL AND RESTAURANT,DELINQUENT,2021-08-21 10:38:12,2021-08-20 00:00:00,172575.0,950 N Broadway,None,Denver,CO,80203,10,6,02702,Capitol Hill,D-GT,3144279.0,1691685.0
2019-BFN-0008210,FRANK & ROZE COFFEE CO,4097 E 9TH AVE,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2020-10-26 10:44:58,2021-10-27 00:00:00,32600134.0,4097 E 9th Ave,None,Denver,CO,80220,5,2,04301,Hale,C-MU-10,3157609.0,1691704.0
2016-BFN-0008773,SOLUTIONS LOUNGE,2220 CALIFORNIA ST,LIQUOR - LODGING AND ENTERTAINMENT,LICENSE ISSUED - ACTIVE,2021-04-07 15:41:30,2022-04-04 00:00:00,54944.0,2220 California St,None,Denver,CO,None,9,6,02403,Five Points,D-AS-12+,3144959.0,1698843.0
2018-BFN-0003625,JOY HILL,1229 S BROADWAY ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-08-25 10:57:40,2022-09-10 00:00:00,104597.0,1229 S Broadway,None,Denver,CO,80210,7,3,01403,Overland,I-A,3144174.0,1678155.0
2012-BFN-1062885,CRU FOOD & WINE BAR,8900 PENA BLVD TERM B ,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2021-02-01 10:32:31,2021-12-18 00:00:00,158181.0,8900 Pena Blvd,None,Denver,CO,80249,11,7,08313,DIA,DIA,3231979.0,1738721.0
2003-BFN-1006446,CHIPOTLE MEXICAN GRILL,3600 W 32ND AVEUNIT A ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-02-24 22:51:43,2021-10-19 00:00:00,270008.0,3600 W 32nd Ave Unit A,None,Denver,CO,80211,1,1,00303,West Highland,U-MS-3,3130745.0,1702755.0
2011-BFN-1052068,FAIRFAX LIQUORS,2801 FAIRFAX ST,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2021-04-12 15:54:19,2022-05-02 00:00:00,261493.0,2801 N Fairfax St,None,Denver,CO,80207-2748,8,2,04103,North Park Hill,E-MS-2,3160704.0,1701001.0
2006-BFN-1019485,DOZENS,236 W 13TH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-07-26 17:33:25,2022-06-22 00:00:00,None,None,None,None,None,80204,10,6,02000,Civic Center,D-GT,3143065.0,1693633.0
2002-BFN-70739,THE CHERRY TOMATO,4645 E 23RD AVE,LIQUOR - HOTEL AND RESTAURANT,DELINQUENT,2021-06-09 03:00:37,2021-06-08 00:00:00,246476.0,4645 E 23rd Ave,None,Denver,CO,80207,8,2,04103,North Park Hill,U-MS-2X,3159408.0,1699001.0
2021-BFN-0006566,SAWARA SUSHI,1699 S COLORADO BLVD# D ,LIQUOR - HOTEL AND RESTAURANT,PENDING,2021-08-17 00:00:00,2021-08-17 09:29:34,180189.0,1699 S Colorado Blvd # D,None,Denver,CO,80222,6,3,03902,Cory - Merrill,PUD,3157256.0,1675243.0
2003-BFN-1007024,KING SOOPERS #21,825 S COLORADO BLVD,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2020-10-06 09:36:44,2021-10-10 00:00:00,164560.0,825 S Colorado Blvd,None,Denver,CO,80246,6,3,03901,Belcaro,S-CC-3X,3157162.0,1681320.0
2016-BFN-0001121,PARK BURGER,211 S HOLLY ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-04-12 15:07:16,2022-05-03 00:00:00,132229.0,211 S Holly St,None,Denver,CO,80246,5,3,04303,Hilltop,E-MX-2X,3162485.0,1685086.0
2006-BFN-1021798,MAD GREENS,1200 ACOMA ST #A-101 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2020-10-22 12:01:32,2021-09-18 00:00:00,None,None,None,None,None,80204,10,6,02000,Civic Center,B-8-G,3143825.0,1693407.0
2011-BFN-1055378,DENVER PAVILIONS STADIUM 15,500 16TH STUNIT 310 ,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2020-12-23 09:01:27,2021-12-16 00:00:00,264539.0,500 16th St Unit 310,None,Denver,CO,80202,9,6,01702,CBD,D-C,3143046.0,1696397.0
2010-BFN-1049475,BITTERSWEET,500 E ALAMEDA AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2020-11-06 08:42:01,2021-11-17 00:00:00,89650.0,500 E Alameda Ave,None,Denver,CO,80209,7,3,02901,Washington Park West,U-MS-2,3145953.0,1684259.0
2016-BFN-0001438,TOKYO BOWL,2337 E EVANS AVE,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2021-05-26 08:31:08,2022-05-02 00:00:00,111601.0,2337 E Evans Ave,None,Denver,CO,80210,6,3,03003,University,C-MS-12,3152058.0,1672517.0
2008-BFN-1033126,THE PIONEER,2401 S UNIVERSITY BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-08-25 11:31:04.000001,2022-08-17 00:00:00,None,None,None,None,None,80210,6,3,03004,University,C-MX-5,3152084.0,1670404.0
2001-BFN-4402,THE VINEYARD INC,261 N FILLMORE ST,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2021-05-10 10:07:02,2021-12-31 00:00:00,84892.0,261 N Fillmore St,None,Denver,CO,80206,10,3,03800,Cherry Creek,C-CCN-5,3153664.0,1687801.0
2007-BFN-1027968,RACCA'S PIZZERIA NAPOLETANA,2129 LARIMER ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-02-12 13:50:20,2022-01-10 00:00:00,233565.0,2129 Larimer St,None,Denver,CO,80205,9,6,01600,Five Points,C-MX-8,3143090.0,1700110.0
2011-BFN-1054494,7-ELEVEN STORE 27620A,303 N SANTA FE DR,LIQUOR - FERMENTED MALT BEVERAGE,DELINQUENT,2021-08-05 08:01:32,2021-08-04 00:00:00,78005.0,303 N Santa Fe Dr,None,Denver,CO,80223,7,3,02100,Baker,U-MS-3,3140944.0,1687962.0
2012-BFN-1061997,VINO VOLO,8700 PENA BLVDUNIT 11 ,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2020-12-23 09:30:11.000001,2021-10-29 00:00:00,263616.0,9100 Pena Blvd Bldg CC # 13,None,Denver,CO,80249,11,7,08313,DIA,DIA,3232662.0,1740370.0
2005-BFN-1014042,LITTLE INDIA CUISINE,2390 S DOWNING ST UNIT B ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-07-08 11:04:14,2022-05-01 00:00:00,270083.0,2390 S Downing St Unit B,None,Denver,CO,80210,6,3,03004,University,E-MS-2,3148285.0,1670546.0
2017-BFN-0007035,LA QUERIDA RESTAURANT AND SPORTS BAR,3896 MORRISON RD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-02-22 12:59:37,2021-10-07 00:00:00,172272.0,3896 Morrison Rd,None,Denver,CO,80219,3,4,04502,Westwood,E-MX-3,3129901.0,1682747.0
2001-BFN-91793,TORRES MEXICAN FOOD,1597 S FEDERAL BLVD,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2021-06-29 09:46:56,2022-06-03 00:00:00,261473.0,1597 S Federal Blvd,None,Denver,CO,80219,2,4,04602,Mar Lee,S-CC-3X,3133570.0,1675793.0
2014-BFN-1072659,PARK BURGER,2615 WALNUT ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,DELINQUENT,2021-07-11 03:00:39,2021-07-10 00:00:00,346300.0,2615 Walnut St,None,Denver,CO,80205,9,2,01600,Five Points,I-MX-3,3144496.0,1701958.0
2007-BFN-1029323,SIR FREDERICKS LIQUORS,2784 S WADSWORTH BLVD,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2021-02-16 09:16:25,2022-02-14 00:00:00,182439.0,2784 S Wadsworth Blvd,None,Denver,CO,80227,2,4,11903,Bear Valley,B-2,3118032.0,1667721.0
2021-BFN-0002463,HIMALAYAN SPICE,4279 N TENNYSON ST,LIQUOR - HOTEL AND RESTAURANT,PENDING,2021-04-27 00:00:00,2021-04-21 14:46:14,489800.0,4279 N Tennyson St,None,Denver,CO,80212,1,1,00301,Berkeley,U-MX-3,3128046.0,1707288.0
2004-BFN-1009954,WILLIAMS TAVERN,423 E 17TH AVE,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2021-07-29 11:55:12,2022-06-23 00:00:00,245944.0,423 E 17th Ave,None,Denver,CO,80203,10,6,02601,North Capitol Hill,C-MS-8,3145772.0,1696074.0
2007-BFN-1028851,WINGSTOP #744,757 E 20TH AVESUITE 400 ,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2021-03-02 14:55:25,2022-04-05 00:00:00,264046.0,757 E 20th Ave Unit 200,None,Denver,CO,80205,9,6,02402,Five Points,B-2,3146910.0,1697792.0
2012-BFN-1061536,THE TRIANGLE BAR,2036 BROADWAY ,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2021-03-11 12:26:38,2022-01-17 00:00:00,246299.0,2036 N Broadway,None,Denver,CO,80205,9,6,02403,Five Points,D-AS-20+,3144179.0,1698444.0
2012-BFN-1059624,MISTER OSO,3163 LARIMER ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-08-02 11:34:25,2022-08-01 00:00:00,42495.0,3163 Larimer St,None,Denver,CO,80205,9,2,01600,Five Points,I-MX-3,3146611.0,1703675.0
2008-BFN-1037543,SWALLOW HILL MUSIC ASSOCIATION,71 E YALE AVE,LIQUOR - ART GALLERY,LICENSE ISSUED - ACTIVE,2021-06-25 12:41:03,2022-03-24 00:00:00,115763.0,71 E Yale Ave,None,Denver,CO,80210,6,3,03002,Rosedale,U-MX-2,3144501.0,1668590.0
2018-BFN-0008463,SAM'S CLUB #6632,505 S BROADWAY ,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2021-03-02 16:11:50,2022-02-24 00:00:00,164603.0,505 S Broadway,None,Denver,CO,80209,7,3,02100,Baker,C-MX-16,3143784.0,1682972.0
2013-BFN-1069149,FAIRWAY LIQUORS,10890 E DARTMOUTH AVE UNIT 14 ,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2021-01-28 15:53:35,2022-02-19 00:00:00,270060.0,10890 E Dartmouth Ave Unit 14,None,Denver,CO,80014,4,3,07006,Kennedy,B-3,3180055.0,1665851.0
2018-BFN-0005036,LE FRENCH BAKERY AND CAFE,4901 S NEWPORT ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2020-09-21 12:01:52,2021-09-23 00:00:00,247819.0,4901 S Newport St,None,Denver,CO,80237,4,3,06701,Southmoor Park,T-MU-30,3166991.0,1653160.0
2014-BFN-1074795,FORTUNE WOK TO TABLE,2817 E 3RD AVEUNIT E ,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2020-10-26 10:09:07,2021-09-20 00:00:00,264050.0,2817 E 3rd Ave Unit E,None,Denver,CO,80206,10,3,03800,Cherry Creek,C-CCN-4,3153502.0,1688054.0
2012-BFN-1061357,7-ELEVEN STORE 35536B,450 FEDERAL BLVD,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2021-08-05 14:11:04,2022-07-19 00:00:00,75587.0,450 N Federal Blvd,None,Denver,CO,80204,7,4,01000,Valverde,E-MX-3,3133683.0,1688638.0
2001-BFN-76321,DAVE & BUSTER'S,2000 S COLORADO BLVD D ,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2020-12-30 08:17:21.000001,2021-10-30 00:00:00,174766.0,2000 S Colorado Blvd # D,None,Denver,CO,80222,4,3,05300,University Hills,C-MX-20,3157963.0,1673473.0
2002-BFN-93250,QDOBA MEXICAN EATS,15470 E ANDREWS DR,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-07-26 17:44:06,2022-06-04 00:00:00,158561.0,15470 E Andrews Dr,None,Denver,CO,80239,11,5,08303,Gateway - Green Valley Ranch,GTWY,3194474.0,1707438.0
2001-BFN-5563,SAMS BAR & LOUNGE,6801 LEETSDALE DR,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2021-03-19 17:38:49,2021-12-31 00:00:00,136266.0,6801 Leetsdale Dr,None,Denver,CO,80224,5,3,05002,Washington Virginia Vale,S-CC-3,3166193.0,1680884.0
2004-BFN-1011799,CUT RATE LIQUOR,1537 S FEDERAL BLVD,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2021-05-26 09:06:43,2022-05-03 00:00:00,227172.0,1537 S Federal Blvd,None,Denver,CO,80219,2,4,04602,Mar Lee,S-CC-3X,3133465.0,1676046.0
2018-BFN-0000020,LADY JANE,2021 W 32ND AVE,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2021-06-29 11:12:59,2022-04-08 00:00:00,163052.0,2021 W 32nd Ave,None,Denver,CO,80211,1,1,00402,Highland,C-MX-5,3137236.0,1702849.0
2020-BFN-0001408,GHOST DONKEY,1750 WEWATTA ST 140 ,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2021-05-20 14:19:25,2022-05-21 00:00:00,32589926.0,1750 Wewatta St Unit 140,None,Denver,CO,80202,9,6,01701,Union Station,T-MU-30,3140464.0,1700060.0
2017-BFN-0009171,THE BROKEN CAGE,2420 17TH ST,LIQUOR - LODGING AND ENTERTAINMENT,LICENSE ISSUED - ACTIVE,2021-06-28 13:09:09,2022-05-26 00:00:00,45287.0,2420 17th St,None,Denver,CO,80202,1,1,01102,Highland,C-MX-5,3138531.0,1701559.0
2003-BFN-1006184,KING SOOPERS #83,18605 E 48TH AVE,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2020-10-26 14:31:17,2021-09-17 00:00:00,190773.0,18605 Green Valley Ranch Blvd,None,Denver,CO,80249,11,5,08303,Gateway - Green Valley Ranch,C-MU-20,3205114.0,1711659.0
2016-BFN-0002837,TEALEE'S,611 22ND ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2020-11-02 09:45:35,2021-09-06 00:00:00,375921.0,611 22nd St,None,Denver,CO,80205,9,6,02403,Five Points,D-AS-12+,3145016.0,1698637.0
2011-BFN-1054119,THE SPORTSBOOK BAR & GRILL,266 S DOWNING STUNIT B ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2021-04-10 01:05:12,2022-04-08 00:00:00,230267.0,266 S Downing St,None,Denver,CO,80209,6,3,03401,Washington Park,U-MS-2,3148248.0,1684540.0
